18	136
23	136
40	272
42	8
44	136
50	136
92	136
110	136
115	136
132	136
139	8
157	136
161	136
187	136
249	136
253	136
259	272
262	136
265	136
270	136
297	136
312	8
316	8
319	272
328	136
355	136
374	136
376	136
395	136
407	272
433	136
442	136
445	136
447	136
450	136
483	136
515	136
517	136
541	136
546	136
559	8
570	136
572	136
574	8
588	8
594	136
604	136
618	136
627	8
633	8
643	8
650	8
651	136
652	8
660	136
668	136
671	136
695	136
731	136
744	136
768	136
795	136
825	136
828	136
851	136
864	8
875	136
878	8
903	8
904	8
917	8
932	136
978	136
986	136
1009	136
1014	136
1032	136
1036	272
1043	136
1052	136
1061	272
1066	136
1071	8
1092	136
1106	8
1127	8
1128	8
1136	136
1139	136
1187	136
1189	136
1209	136
1224	136
1245	8
1246	8
1258	8
1259	136
1265	136
1275	136
1280	136
1285	136
1289	136
1296	8
1298	8
1315	136
1318	136
1319	136
1331	136
1354	8
1385	136
1388	136
1408	136
1421	136
1428	136
1433	136
1435	136
1438	136
1439	136
1449	136
1451	136
1453	136
1497	136
1506	272
1543	136
1558	8
1560	8
1568	8
1575	8
1596	136
1601	136
1644	136
1652	136
1653	136
1656	8
1679	8
1694	136
1707	136
1714	136
1719	136
1748	136
1756	136
1766	8
1790	8
1794	136
1820	136
1840	136
1854	136
1858	136
1862	136
1874	136
1877	136
1908	136
1909	136
1919	136
1923	136
1947	136
2002	136
2012	136
2013	136
2015	144
2016	8
2024	8
2026	8
2030	8
2048	136
2058	136
2059	136
2075	136
2082	136
2088	136
2089	136
2105	136
2156	136
2162	272
2174	136
2178	136
2180	136
2197	8
2210	8
2212	136
2215	8
2219	8
2225	8
2228	8
2253	136
2293	136
2332	8
2348	136
2351	136
2365	136
2373	8
2377	136
2405	136
2412	8
2413	136
2422	8
2427	8
2435	8
2448	136
2471	136
2480	136
2497	136
2507	8
2508	8
2514	8
2515	8
2528	8
2533	8
2535	8
2538	8
2543	8
2552	8
2563	8
2582	136
2590	136
2603	8
2616	8
2621	136
2635	136
2647	8
2650	8
2651	8
2671	136
2683	272
2689	136
2699	136
2714	136
2739	136
2807	272
2817	136
2820	8
2821	8
2823	136
2826	136
2836	8
2840	136
2848	136
2860	136
2862	136
2887	272
2892	8
2899	8
2904	136
2938	136
2940	136
2942	136
2961	136
2963	136
2970	136
2986	136
3010	136
3023	136
3033	136
3034	136
3035	136
3038	136
3043	8
3059	136
3061	8
3066	136
3080	136
3099	136
3108	136
3115	136
3129	136
3131	144
3132	136
3146	136
3148	136
3149	136
3152	136
3153	136
3158	136
3169	136
3170	8
3182	144
3199	136
3207	8
3218	136
3221	136
3222	136
3225	136
3228	136
3232	136
3233	136
3244	136
3270	136
3273	8
3279	8
3283	136
3290	136
3292	8
3306	8
3308	152
3309	8
3344	8
3349	136
3352	8
3354	8
3370	8
3380	8
3382	136
3390	136
3396	136
3399	136
3401	136
3413	136
3415	136
3424	136
3430	136
3439	136
3445	136
3452	136
3467	136
3485	136
3489	8
3526	8
3543	136
3568	136
3593	136
3600	8
3602	8
3604	144
3629	8
3638	136
3651	272
3665	136
3724	136
3725	8
3730	136
3739	136
3742	272
3748	136
3763	136
3770	8
3772	136
3773	272
3779	8
3812	136
3818	136
3824	136
3846	136
3855	8
3860	8
3862	136
3872	136
3874	136
3897	136
3922	136
3923	272
3929	136
3932	136
3944	144
3946	136
3953	136
3986	8
3992	136
4007	136
4012	136
4013	136
4016	136
4027	136
4029	8
4030	136
4048	136
4055	8
4090	136
4097	136
4102	136
4132	136
4168	136
4174	136
4193	136
4194	8
4199	8
4204	8
4231	136
4238	136
4250	136
4251	136
4303	272
4307	136
4310	8
4315	8
4321	8
4325	8
4326	8
4330	8
4346	8
4356	8
4359	8
4373	8
4376	8
4402	136
4418	136
4425	8
4430	8
4444	8
4465	8
4486	144
4504	136
4509	136
4537	8
4540	8
4548	8
4551	8
4583	136
4619	8
4643	8
4674	8
4704	8
4718	8
4727	272
4732	136
4738	136
4748	136
4755	136
4765	136
4777	272
4779	136
4785	136
4789	136
4790	136
4806	136
4814	136
4817	136
4837	136
4844	136
4871	136
4875	136
4876	272
4880	136
4899	8
4908	136
4914	136
4916	136
4917	136
4920	136
4922	136
4943	136
4954	136
4958	8
4966	8
4974	8
5005	136
5022	136
5025	8
5051	8
5100	8
5102	136
5106	136
5110	136
5118	136
5125	136
5127	136
5131	136
5155	136
5157	8
5164	136
5166	8
5171	8
5173	136
5185	136
5186	136
5187	8
5198	136
5220	136
5226	136
