1365	[8]
1366	[8, 8, 8]
1367	[8]
1368	[8, 8, 8]
1369	[8, 8]
1370	[8, 8, 8, 8]
1371	[8]
1372	[8, 8, 8, 8, 8]
1375	[8]
1376	[8, 8]
1377	[8, 8]
1378	[8, 8]
1379	[8]
1380	[8, 8]
1381	[8]
1383	[8, 8, 8]
1384	[8, 8]
1385	[8, 8]
1386	[8, 8]
1387	[8, 8]
1388	[8, 8]
1389	[8, 8]
1390	[8]
1391	[8]
1393	[8, 8, 8]
1394	[8, 8]
1395	[8]
1396	[8]
1397	[8]
1398	[8, 8]
1399	[8]
1403	[8]
1404	[8]
1411	[8]
1413	[8]
1414	[8, 8]
1415	[8]
1417	[8]
1420	[8, 8]
1422	[8]
1423	[8]
1428	[8, 8]
1429	[8]
1430	[8]
1431	[8]
1432	[8, 8]
1433	[8]
1434	[8]
1437	[8]
1441	[8]
1445	[8]
1447	[8, 8]
1449	[8]
1452	[8, 8]
1463	[8]
1464	[8]
1469	[8]
1472	[8]
1476	[8]
1477	[8]
1479	[8]
1484	[8]
1488	[8]
1489	[8]
1496	[8]
1502	[8]
1504	[8]
1505	[8]
1512	[8]
1514	[8]
1517	[8]
1522	[8]
1526	[8]
1527	[8]
1530	[8]
1531	[8, 8]
1533	[8]
1540	[8]
1550	[8]
1552	[8]
1553	[8]
1557	[8]
1562	[8]
1563	[136, 8]
1566	[136]
1567	[8]
1570	[136]
1571	[136]
1572	[136, 8]
1575	[8]
1576	[136]
1579	[136, 136, 136]
1580	[136]
1581	[136]
1584	[136, 136]
1585	[136]
1587	[8, 136]
1588	[136]
1589	[136]
1591	[136]
1593	[136]
1594	[8, 136]
1596	[136]
1598	[136]
1599	[136, 8]
1600	[8]
1601	[136, 136]
1602	[136]
1604	[136, 136]
1605	[136, 136, 136]
1606	[136, 136, 136]
1608	[136]
1610	[136]
1611	[136, 136]
1613	[136, 136]
1614	[136]
1615	[136, 136]
1616	[136, 136]
1619	[136]
1620	[136]
1621	[136]
1622	[136, 136]
1623	[136, 8]
1624	[136]
1625	[136, 136]
1628	[136]
1629	[136]
1630	[136, 8]
1632	[136, 136, 136]
1633	[8]
1634	[136]
1635	[136]
1636	[136]
1637	[136]
1639	[136]
1640	[136, 136]
1641	[136, 136]
1642	[136]
1643	[136, 136, 136]
1644	[136, 136, 136]
1646	[136]
1648	[136, 136, 136]
1649	[136, 136]
1650	[136]
1651	[136]
1652	[136, 136]
1653	[136, 136]
1654	[136, 136, 136, 136]
1658	[136]
1659	[136, 136]
1660	[136]
1661	[136]
1662	[136, 136, 136]
1664	[136]
1665	[136, 136]
1667	[136, 136, 136]
1668	[136, 136, 136, 8]
1670	[136]
1672	[136, 136, 136]
1673	[136, 136]
1674	[136, 136]
1676	[136]
1677	[136]
1678	[136, 136, 136, 136]
1680	[136, 136, 136]
1681	[136]
1682	[136]
1683	[136, 136]
1685	[136, 136]
1686	[136]
1688	[136, 136]
1689	[136]
1692	[136, 136]
1693	[136]
1694	[136]
1695	[136, 136]
1696	[136, 136, 136, 136]
1697	[136, 136, 136, 136]
1698	[136]
1700	[136]
1702	[136, 136]
1703	[136, 136, 136, 136]
1706	[136, 136]
1707	[136, 136]
1708	[136]
1709	[136, 136, 136]
1710	[136]
1711	[136]
1712	[136, 136]
1714	[136]
1715	[136, 136, 136]
1717	[136]
1718	[136]
1719	[136, 136]
1720	[136]
1721	[136, 136]
1722	[136]
1723	[136, 136]
1725	[136, 136]
1726	[136]
1727	[136, 136, 136]
1729	[136]
1730	[136]
1731	[136]
1732	[136, 136, 136]
1734	[136]
1737	[136]
1738	[136]
1741	[136]
1742	[136]
1746	[136]
1750	[136]
1753	[136]
1790	[136]
1791	[136, 136, 136]
1792	[136]
1793	[136]
1794	[136]
1795	[136]
1796	[136]
1798	[136]
1799	[136, 136, 136]
1800	[136]
1802	[136]
1803	[136, 136]
1804	[136, 136, 136, 136]
1806	[136, 136, 136]
1807	[136, 136]
1809	[136, 136]
1810	[136]
1811	[136]
1814	[136, 136]
1815	[136]
1816	[136]
1817	[136]
1818	[136]
1819	[136, 136]
1823	[136]
1824	[136]
1825	[136]
1826	[136]
1827	[136]
1828	[136, 136]
1829	[136, 136]
1830	[136]
1832	[136, 136]
1833	[136, 136]
1834	[136]
1835	[136]
1836	[136]
1837	[136, 136]
1838	[136]
1839	[136, 136]
1840	[136, 136]
1841	[136, 136]
1842	[136, 136, 136, 136]
1843	[136]
1844	[136]
1845	[136]
1847	[136, 136]
1848	[136]
1849	[136, 136, 136]
1850	[136]
1851	[136, 136]
1852	[136, 136]
1853	[136, 136]
1855	[136]
1856	[136, 136, 136]
1857	[136]
1858	[136]
1859	[136, 136, 136]
1860	[136, 136]
1861	[136, 136, 136]
1862	[136]
1863	[136, 136]
1864	[136]
1866	[136, 136, 136, 136]
1867	[136, 136]
1868	[136, 136, 136]
1869	[136, 136]
1870	[136]
1871	[136, 136]
1872	[136, 136]
1873	[136, 136, 136]
1874	[136, 136]
1875	[136, 136, 136]
1876	[136, 136, 136]
1877	[136]
1878	[136, 136]
1880	[136, 136]
1881	[136, 136]
1882	[136]
1884	[136, 136]
1885	[136]
1887	[136]
1888	[136, 136]
1889	[136]
1890	[136]
1893	[136, 136, 136]
1895	[136, 136]
1896	[136]
1897	[136, 136]
1900	[136]
1901	[136, 136]
1902	[136, 136]
1903	[136, 136, 136]
1904	[136]
1906	[136]
1907	[136, 136]
1908	[136, 136, 136]
1910	[136, 136]
1911	[136]
1913	[136, 136, 136]
1914	[136, 136, 136]
1916	[136]
1917	[136, 136]
1918	[136]
1919	[136]
1921	[136]
1922	[136, 136]
1923	[136, 136]
1924	[136]
1926	[136]
1927	[136, 136]
1928	[136, 136]
1930	[136, 136]
1931	[136]
1932	[136]
1933	[136, 136]
1934	[136]
1939	[136]
1940	[136]
1943	[136]
1944	[136]
1945	[136]
1947	[136]
1949	[136]
1952	[136, 136]
1953	[136]
1956	[136, 136]
1962	[136]
1963	[136]
1964	[136]
1965	[136, 136]
1967	[136]
1968	[136, 136]
1969	[136]
1970	[136, 136]
1971	[136]
1973	[136, 136]
1975	[136, 136]
1976	[136]
1977	[136]
1978	[136, 136]
1980	[136]
1982	[136, 136]
1984	[136, 136, 136]
1986	[136]
1994	[136]
2005	[136]
2012	[136]
2016	[136]
2018	[136]
2021	[136, 136]
2024	[136]
2032	[136]
2033	[136]
2034	[136]
2047	[136]
2053	[136]
2055	[136]
2063	[136]
2067	[136]
2068	[136, 136]
2071	[136]
2074	[136, 136, 136]
2078	[136, 136]
2079	[136]
2080	[136]
2084	[136]
2088	[136]
2089	[136]
2090	[136]
2091	[136]
2092	[136, 136]
2093	[136, 136]
2098	[136, 136]
2099	[136]
2107	[136]
2108	[136, 136]
2109	[136]
2112	[136, 136]
2114	[136]
2115	[136]
2117	[136]
2124	[136]
2129	[136]
2130	[136]
2137	[136]
2143	[136]
2146	[136]
2147	[136]
2148	[136]
2155	[136]
2157	[136]
2160	[136]
2161	[136]
2162	[136]
2165	[8]
2168	[136]
2169	[8]
2171	[136]
2172	[136]
2175	[136]
2181	[8]
2185	[136]
2187	[136, 136]
2188	[136]
2190	[136, 136, 8]
2193	[136]
2195	[8]
2196	[136, 8, 136]
2199	[8]
2201	[8, 8]
2202	[136]
2203	[136]
2205	[8, 8, 8]
2206	[8, 8]
2207	[8]
2208	[8]
2209	[8, 8]
2210	[8, 8]
2211	[8]
2212	[8]
2213	[8, 8, 8, 136, 8]
2214	[8, 8, 8]
2215	[8, 8, 8]
2216	[8, 8]
2217	[8]
2218	[8, 8, 8]
2219	[8, 8, 8]
2220	[8, 8]
2221	[8, 8, 8, 8, 8]
2222	[8, 136, 8]
2223	[8, 8, 8]
2224	[8, 8, 8, 8]
2225	[8, 8, 8]
2226	[8, 8, 8, 8, 136]
2227	[8, 8, 8, 8, 8]
2228	[8, 8]
2229	[8, 8]
2230	[8, 8, 8, 8, 8]
2231	[8, 8, 8, 8, 8, 8, 8]
2232	[8, 8, 8]
2233	[8, 8, 8, 8]
2234	[8, 8, 8, 8, 8, 8, 8, 8]
2235	[8, 8, 8, 8, 8, 8, 8]
2236	[8, 8]
2237	[8]
2238	[8, 8, 8, 8]
2239	[8, 8, 8, 8, 8, 8]
2240	[8, 8, 8, 8, 8, 8, 8]
2241	[8, 8]
2242	[8]
2243	[8]
2244	[8, 8]
2245	[8, 8, 8, 8]
2246	[8, 8, 8, 8, 8, 8, 8]
2247	[8, 8, 8, 8]
2248	[8, 8]
2249	[8, 8, 8]
2250	[8, 8]
2251	[8, 8, 8, 8, 8]
2252	[8, 8, 8, 8]
2253	[8, 8]
2254	[8]
2255	[8, 8]
2256	[8, 8, 8]
2257	[8, 8, 8, 8]
2259	[8, 8, 8]
2260	[8, 8]
2262	[8, 8, 8]
2263	[8, 8]
2264	[8, 8]
2266	[136]
2267	[8, 8]
2271	[8]
2272	[8, 8]
2275	[8, 8]
2277	[8]
2280	[8]
2281	[8]
2282	[8]
2288	[8]
2290	[8]
2293	[8]
2294	[8]
2295	[8]
2296	[8, 8]
2297	[8, 8]
2298	[136]
2301	[8]
2302	[8]
2303	[8]
2306	[8]
2307	[8]
2309	[8]
2310	[8, 136]
2311	[8]
2313	[8]
2315	[8]
2316	[8]
2317	[8]
2318	[8]
2319	[8]
2320	[8]
2321	[8]
2324	[8]
2327	[136]
2328	[8, 8]
2329	[8, 8]
2332	[8]
2333	[8]
2334	[8]
2336	[8]
2337	[8, 8]
2338	[8, 8]
2339	[8]
2340	[8, 8]
2341	[8, 8]
2342	[8, 8]
2343	[8]
2345	[8]
2346	[8]
2347	[8]
2348	[8]
2352	[8]
2353	[8]
2354	[8]
2356	[8]
2357	[8]
2361	[8]
2365	[8, 8]
2379	[8]
2381	[8]
2384	[8]
2385	[8]
2386	[8]
2391	[8]
2392	[8]
2394	[8]
2395	[8]
2400	[136]
2402	[8]
2403	[8]
2405	[8]
2406	[8]
2409	[8]
2422	[8]
2442	[136]
2473	[8]
2684	[8]
2698	[8]
2711	[8]
2718	[8]
2721	[8]
2727	[8]
2728	[8]
2729	[8, 8]
2731	[8, 8]
2735	[8]
2736	[8]
2740	[8]
2742	[8]
2744	[8]
2752	[8]
2758	[8]
2760	[8]
2761	[8]
2764	[8]
2770	[8]
2774	[8]
2778	[8]
2779	[8]
2782	[8, 8]
2788	[8]
2795	[8]
2799	[8]
2800	[8]
2803	[8]
2805	[8]
2812	[8]
2821	[8]
2828	[8]
2829	[8, 8, 136]
2830	[136]
2831	[8]
2835	[8]
2838	[8]
2841	[8]
2842	[136]
2847	[136]
2851	[136]
2855	[136]
2858	[8, 8]
2859	[136]
2860	[8]
2861	[136, 8]
2863	[136, 8]
2867	[136, 8]
2868	[136]
2873	[8]
2878	[8, 8]
2883	[136]
2884	[8]
2885	[136]
2889	[136, 136]
2890	[136]
2900	[136]
2901	[136]
2902	[136]
2903	[136, 136]
2904	[136]
2905	[8]
2907	[136, 8]
2924	[8]
2925	[8]
2931	[136]
2937	[136]
2939	[8]
2942	[136]
2944	[8, 136]
2945	[136, 8]
2947	[136]
2950	[8]
2951	[8]
2952	[136]
2953	[136]
2954	[136]
2958	[8]
2961	[8]
2963	[136]
2965	[136]
2967	[8]
2972	[136]
2985	[136]
2991	[136]
2992	[136, 136]
2993	[136]
2994	[8]
2995	[8]
2996	[8, 136]
2998	[136]
2999	[8]
3000	[136, 136]
3001	[136]
3002	[8]
3006	[136]
3025	[8]
3028	[136]
3029	[136, 136, 8]
3033	[8]
3035	[8]
3042	[8]
3049	[8]
3062	[136, 136]
3063	[8, 8]
3064	[136]
3067	[8]
3068	[8]
3069	[8]
3070	[8]
3074	[8]
3078	[8, 136, 136]
3084	[8, 8]
3090	[136]
3093	[136, 8, 8]
3098	[136, 8]
3099	[8]
3100	[8]
3102	[8]
3107	[8]
3111	[8]
3112	[8]
3115	[8]
3117	[8, 8]
3120	[8]
3123	[8]
3126	[8]
3127	[8]
3133	[8, 8]
3134	[8, 8]
3135	[8, 136]
3137	[8]
3148	[8]
3154	[8]
3159	[136]
3163	[8]
3167	[8]
3172	[8]
3190	[8]
3192	[136]
3196	[8]
3199	[8]
3206	[8]
3211	[136]
3218	[136]
3225	[8]
3230	[8]
3233	[8, 8]
3260	[8]
3266	[8]
3268	[136]
3273	[8]
3274	[136]
3291	[136]
3292	[136]
3298	[136]
3309	[136]
3313	[136]
3314	[136]
3325	[136]
3336	[136]
3339	[136]
3344	[136]
3364	[136]
3365	[136]
3369	[136]
3376	[136]
3388	[136]
3391	[136, 136]
3392	[136]
3393	[136]
3401	[136]
3402	[136]
3403	[136, 136]
3407	[136]
3411	[136]
3412	[136]
3416	[136]
3420	[136]
3423	[136]
3427	[136]
3429	[136]
3434	[136]
3438	[136]
3439	[136]
3442	[136]
3452	[136]
3453	[136]
3456	[136]
3459	[136]
3466	[136]
3471	[136]
3472	[136]
3479	[136]
3503	[136]
3512	[136]
3523	[136]
3530	[136, 136]
3533	[136, 136, 136, 136]
3535	[136]
3536	[136]
3542	[136]
3543	[136]
3561	[136]
3571	[136, 136]
3577	[136]
3594	[136]
3596	[136]
3601	[136]
3603	[136]
3606	[136]
3608	[136]
3609	[136]
3615	[136]
3619	[136]
3628	[136]
3631	[136]
3650	[136]
3652	[136]
3658	[136]
3660	[136]
3662	[136, 136]
3664	[136]
3665	[136]
3667	[136]
3672	[136]
3676	[136, 136]
3677	[136]
3684	[136]
3689	[136, 136]
3693	[136]
3694	[136]
3696	[136]
3698	[136]
3699	[136]
3705	[136]
3706	[136]
3710	[136]
3712	[136, 136]
3720	[136]
3733	[136]
3736	[136]
3737	[136]
3738	[136]
3740	[136]
3741	[136]
3743	[136, 136]
3749	[136]
3750	[136]
3777	[136]
3781	[136]
3790	[136]
3797	[136]
3798	[136]
3804	[136, 136]
3812	[136]
3819	[136]
3823	[136]
3833	[136, 136]
3838	[136]
3847	[136]
3848	[136]
3856	[136]
3859	[136]
3865	[136]
3867	[136, 136, 136]
3869	[136]
3870	[136]
3878	[136]
3879	[136]
3893	[136]
3898	[136]
3909	[136]
3910	[136]
3912	[136]
3919	[136]
3923	[136]
3927	[136]
3933	[136]
3942	[136]
3945	[136]
3946	[136]
3947	[136, 136]
3953	[136]
3954	[136]
3967	[136]
3968	[136]
3974	[136, 136]
3978	[136]
3981	[136]
3989	[8]
3991	[136]
3994	[136]
3999	[136]
4003	[136]
4006	[136, 136]
4007	[136]
4009	[136]
4011	[136]
4028	[136]
4036	[136]
4037	[136, 136]
4040	[136]
4046	[136]
4062	[136]
4067	[136]
4069	[136]
4071	[136]
4078	[136]
4081	[136]
4084	[136]
4092	[136]
4096	[136]
4101	[136]
4110	[136]
4131	[136]
4139	[136, 136]
4145	[136]
4146	[136, 136]
4148	[136]
4151	[136, 136]
4152	[136, 136]
4153	[136]
4166	[136]
4177	[136]
4178	[136]
4187	[136]
4193	[136]
4194	[136]
4201	[136]
4212	[136]
4215	[136]
4216	[136]
4218	[136]
4219	[136]
4220	[136]
4221	[136]
4235	[136]
4239	[136]
4240	[136]
4241	[136]
4242	[136]
4244	[136]
4246	[136]
4258	[136]
4260	[136, 136]
4273	[136, 136]
4281	[136]
4287	[136]
4297	[136]
4298	[136]
4307	[136, 136]
4310	[136]
4317	[136]
4318	[136]
4322	[136]
4331	[136]
4334	[136]
4335	[136]
4344	[136]
4351	[136]
4359	[136]
4369	[136]
4373	[136]
4382	[136, 136]
4383	[136]
4385	[136]
4388	[136, 136]
4392	[136]
4393	[136, 136]
4408	[136]
4419	[136]
4420	[136]
4421	[136]
4429	[136]
4430	[136]
4442	[136]
4444	[136]
4445	[136]
4446	[136]
4450	[136]
4451	[136]
4456	[136, 136, 136]
4474	[136]
4476	[136, 136]
4477	[136]
4480	[136]
4483	[136]
4484	[136]
4490	[136]
4494	[136]
4503	[136]
4504	[136]
4509	[136]
4512	[136]
4513	[136]
4515	[136, 136]
4525	[136]
4526	[136]
4537	[136]
4543	[136]
4551	[136]
4553	[136, 136]
4555	[136]
4570	[136]
4571	[136]
4573	[136, 136]
4583	[136]
4587	[136]
4588	[136]
4590	[136]
4591	[136]
4592	[136]
4593	[136]
4594	[136]
4596	[136]
4597	[136]
4598	[136]
4606	[136]
4611	[136]
4612	[136]
4620	[136]
4625	[136]
4631	[136]
4632	[136]
4645	[136]
4647	[136]
4653	[136, 136]
4668	[136]
4682	[136]
4684	[136, 136]
4687	[136, 136]
4688	[136]
4695	[136]
4698	[136]
4701	[136]
4713	[136]
4714	[136]
4718	[136]
4725	[136]
4727	[136]
4730	[136]
4738	[136]
4748	[136]
4753	[136]
4757	[136]
4761	[136]
4763	[136]
4764	[136]
4766	[136, 136]
4774	[136]
4790	[136]
4791	[136]
4795	[136]
4796	[136, 136]
4797	[136]
4808	[136]
4809	[136, 136]
4810	[136]
4811	[136]
4817	[136]
4822	[136, 136]
4823	[136]
4833	[136]
4836	[136]
4838	[136]
4852	[136]
4856	[136]
4859	[136]
4865	[136]
4866	[136]
4872	[136]
4882	[136]
4887	[136]
4889	[136]
4890	[136]
4896	[136]
4897	[136]
4898	[136]
4900	[136]
4901	[136]
4917	[136]
4918	[136]
4920	[136]
4934	[136]
4943	[136]
4951	[136]
4953	[136]
4956	[136]
4961	[136, 136]
4962	[136]
4968	[136, 136]
4969	[136]
4971	[136]
4979	[136]
4981	[136]
4985	[136]
4986	[136]
4988	[136]
4994	[136]
5004	[136]
5019	[136]
5029	[136]
5031	[136]
5035	[136]
5045	[136]
5056	[136]
5058	[136]
5061	[136]
5062	[136]
5063	[136]
5065	[136]
5074	[136]
5081	[136]
5087	[136]
5096	[136]
5101	[136, 136]
5107	[136]
5110	[136]
5132	[136, 136, 136, 136]
5142	[136]
5152	[136]
5154	[136]
5155	[136]
5156	[136]
5158	[136]
5160	[136]
5161	[136]
5163	[136]
5164	[136]
5165	[136]
5167	[136]
5173	[136]
5177	[136]
5179	[136]
5183	[136]
5189	[136]
5195	[136]
5199	[136]
5200	[136]
5201	[136]
5203	[136]
5208	[136]
5209	[136]
5222	[136, 136]
5226	[136]
5238	[136]
5239	[136]
5240	[136, 136]
5243	[136, 136]
5245	[136]
5251	[136]
5257	[136]
5260	[136]
5261	[136]
5264	[136]
5275	[136]
5279	[136]
5283	[136]
5303	[136]
5310	[136]
5324	[136]
5328	[136]
5329	[136]
5331	[136]
5337	[136]
5338	[136]
5339	[136]
5345	[136]
5348	[136]
5357	[136]
5367	[136]
5371	[136]
5375	[136]
5379	[136]
5387	[136]
5393	[136]
5394	[136]
5401	[136]
5402	[136]
5409	[136]
5422	[136]
5431	[136]
5435	[136]
5436	[136]
5438	[136]
5441	[136]
5457	[136]
5460	[136]
5462	[136]
5475	[136]
5481	[136]
5483	[136]
5487	[136]
5489	[136]
5496	[136]
5501	[136]
5506	[136]
5507	[136]
5508	[136]
5509	[136]
5514	[136]
5515	[136]
5517	[136]
5527	[136]
5528	[136]
5534	[136, 136, 136]
5540	[136, 136]
5544	[136]
5549	[136, 136]
5562	[136]
5571	[136]
5585	[136]
5590	[136]
5604	[136]
5606	[136]
5608	[136]
5609	[136]
5616	[136]
5634	[136]
5637	[136, 136]
5639	[136]
5642	[136]
5644	[136, 136]
5645	[136]
5662	[136]
5676	[136]
5677	[136]
5679	[136, 136]
5680	[136]
5681	[136]
5682	[136]
5687	[136]
5693	[136]
5697	[136]
5699	[136, 136]
5711	[8]
5718	[136]
5721	[136]
5723	[136]
5724	[136]
5732	[136]
5734	[136]
5743	[136, 136]
5745	[136]
5751	[136]
5763	[136]
5770	[136]
5777	[136]
5784	[136, 136]
5802	[136]
5803	[136, 136]
5811	[136]
5814	[136]
5827	[136]
5831	[136, 136]
5839	[136]
5840	[136]
5843	[136]
5846	[136]
5848	[136]
5849	[136]
5853	[136]
5859	[136]
5869	[136]
5871	[136]
5872	[136]
5873	[136, 136]
5876	[136]
5879	[136]
5882	[136]
5888	[136]
5899	[136]
5905	[136]
5908	[136, 136]
5913	[136]
5918	[136]
5919	[136]
5923	[136]
5925	[136]
5943	[136]
5946	[136, 136]
5949	[136]
5951	[136]
5952	[136, 136]
5953	[136]
5954	[136]
5960	[136]
5961	[136]
5972	[136, 136]
5974	[136]
5985	[136]
5987	[136]
5998	[136]
6002	[136]
6006	[136]
6011	[136]
6014	[136, 136]
6016	[136]
6024	[136]
6047	[136]
6048	[136]
6049	[136]
6051	[136]
6061	[136]
6068	[136]
6072	[136]
6075	[136, 136]
6076	[136]
6077	[136]
6087	[136]
6092	[136]
6120	[136]
6124	[136]
6136	[136]
6137	[136, 136]
6138	[136]
6150	[136]
6151	[136]
6152	[136]
6154	[136]
6159	[136]
6173	[136]
6176	[136]
6177	[136, 136]
6180	[136]
6181	[136]
6186	[136]
6192	[136, 136]
6207	[136]
6209	[136]
6215	[136]
6219	[136, 136, 136]
6220	[136]
6221	[136]
6222	[136]
6223	[136]
6239	[136]
6241	[136]
6243	[136]
6247	[136]
6252	[136]
6261	[136]
6263	[136]
6268	[136]
6276	[136]
6279	[136]
6280	[136]
6286	[136]
6290	[136, 136]
6291	[136]
6296	[136]
6308	[136]
6317	[136]
6333	[136]
6345	[136]
6354	[136]
6358	[136]
6359	[136]
6365	[136]
6375	[136]
6379	[136]
6380	[136]
6382	[136]
6389	[136]
6394	[136]
6397	[136]
6398	[136]
6400	[136]
6402	[136]
6411	[136, 136]
6412	[136]
6415	[136]
6431	[136]
6435	[136]
6445	[136]
6448	[136]
6451	[136]
6452	[136]
6454	[136]
6459	[136]
6465	[136]
6468	[136]
6474	[136]
6481	[136]
6483	[136]
6485	[136]
6486	[136]
6492	[136]
6503	[136]
6519	[136]
6520	[136]
6523	[136]
6524	[136]
6525	[136]
6526	[136]
6533	[136]
6535	[136]
6545	[136]
6556	[136]
6558	[136]
6561	[136]
6563	[136]
6565	[136]
6570	[136]
6577	[136]
6584	[136]
6593	[136]
6594	[136]
6595	[136]
6597	[136]
6610	[136]
6613	[136]
6615	[136, 136, 136]
6619	[136, 136]
6621	[136]
6628	[136]
6631	[136]
6637	[136]
6638	[136]
6640	[136]
6654	[136]
6658	[136]
6660	[136]
6662	[136]
6663	[136]
6664	[136]
6667	[136]
6669	[136, 136]
6671	[136]
6673	[136]
6684	[136]
6687	[136]
6689	[136]
6698	[136]
6699	[136]
6701	[136]
6704	[136]
6706	[136]
6707	[136]
6719	[136]
6722	[136]
6724	[136]
6726	[136]
6727	[136]
6728	[136]
6743	[136]
6749	[136]
6753	[136]
6758	[136, 136]
6763	[136]
6764	[136]
6765	[136]
6766	[136]
6768	[136]
6794	[136]
6798	[136]
6806	[136, 136]
6810	[136]
6811	[136]
6814	[136]
6816	[136]
6819	[136, 136]
6820	[136]
6853	[136]
6862	[136]
6866	[136]
6868	[136]
6873	[136]
6883	[136]
6890	[136]
6891	[136]
6893	[136]
6900	[136, 136]
6904	[136]
6907	[136]
6909	[136]
6912	[136]
6921	[136]
6922	[136]
6924	[136]
6925	[136, 136]
6927	[136]
6930	[136]
6936	[136, 136]
6938	[136]
6940	[136]
6944	[136]
6958	[136]
6961	[136, 136]
6962	[136, 136]
6965	[136]
6973	[136]
6975	[136]
6976	[136]
