1225	8
1227	8
1229	8
1230	8
1231	8
1232	8
1233	8
1234	8
1235	8
1236	16
1237	16
1238	16
1239	16
1240	16
1241	16
1242	32
1243	24
1244	24
1245	16
1246	32
1247	40
1248	16
1249	24
1250	32
1251	24
1252	24
1253	24
1254	16
1255	8
1256	32
1257	24
1258	16
1259	32
1260	24
1261	40
1262	24
1263	32
1264	24
1265	24
1266	32
1267	24
1268	40
1269	40
1270	32
1271	16
1272	40
1273	32
1274	48
1275	40
1276	16
1277	16
1278	16
1279	32
1281	24
1282	32
1283	24
1284	40
1285	32
1286	48
1287	40
1288	48
1289	32
1290	24
1291	16
1292	64
1293	56
1294	32
1295	40
1296	72
1297	56
1298	40
1299	48
1300	32
1301	40
1302	24
1303	64
1304	8
1305	40
1306	32
1307	32
1308	32
1309	48
1310	80
1312	16
1313	16
1314	24
1315	16
1316	32
1317	24
1318	64
1319	40
1320	8
1321	32
1322	64
1323	32
1324	32
1325	16
1326	24
1328	48
1329	16
1330	24
1331	40
1332	24
1333	40
1334	16
1335	32
1336	8
1337	56
1338	16
1339	32
1340	40
1341	24
1342	24
1343	8
1344	24
1345	32
1346	32
1347	48
1348	8
1349	24
1350	16
1351	40
1352	32
1354	24
1355	8
1356	8
1357	8
1358	8
1359	8
1360	8
1362	8
1363	16
1364	16
1365	16
1366	16
1367	16
1368	16
1371	16
1373	16
1375	8
1376	16
1377	24
1378	16
1380	16
1381	16
1382	8
1383	8
1385	24
1386	40
1388	16
1389	8
1390	16
1391	24
1392	16
1394	24
1395	8
1397	16
1398	16
1402	8
1405	8
1406	8
1408	8
1409	8
1411	16
1412	8
1414	8
1415	8
1418	16
1419	8
1421	8
1423	16
1428	8
1430	8
1436	24
1437	8
1440	8
1441	8
1445	8
1449	8
1461	8
1463	8
1470	8
1485	8
1489	8
1492	8
1495	8
1499	8
1520	8
1678	136
1703	136
1704	136
1714	136
1716	136
1721	136
1725	136
1727	136
1729	136
1735	136
1737	272
1740	136
1741	136
1742	272
1745	272
1746	136
1747	136
1750	272
1751	272
1753	136
1755	272
1756	136
1757	272
1758	272
1761	136
1814	136
1815	136
1816	136
1818	136
1819	408
1820	272
1821	136
1824	408
1825	680
1826	136
1827	136
1828	544
1829	408
1830	136
1832	408
1833	408
1834	136
1835	136
1836	136
1837	544
1838	272
1839	272
1840	272
1841	136
1842	136
1843	272
1844	408
1845	136
1846	136
1847	136
1848	272
1849	408
1850	136
1851	272
1853	272
1854	136
1855	136
1857	272
1858	272
1859	272
1860	136
1862	136
1863	136
1864	136
1865	408
1866	272
1868	136
1869	272
1870	136
1871	136
1873	136
1874	272
1875	136
1876	408
1877	136
1878	136
1879	136
1880	136
1881	136
1883	272
1885	136
1886	136
1887	408
1888	272
1889	136
1891	272
1892	272
1894	408
1895	136
1896	408
1899	136
1900	136
1901	544
1902	136
1903	272
1904	136
1905	272
1906	136
1908	272
1909	136
1910	136
1911	408
1912	408
1913	272
1915	544
1916	136
1917	272
1918	272
1919	272
1920	408
1922	408
1923	408
1924	408
1925	136
1926	136
1927	408
1928	680
1929	136
1930	136
1931	408
1932	408
1933	408
1934	272
1935	136
1936	272
1937	408
1938	408
1939	136
1940	272
1941	272
1942	272
1943	136
1944	136
1945	136
1946	408
1947	272
1948	544
1949	408
1951	408
1953	272
1954	544
1955	272
1956	408
1957	136
1958	544
1960	680
1961	136
1962	136
1963	408
1964	136
1965	408
1966	408
1967	272
1969	272
1970	272
1971	408
1972	136
1974	136
1975	408
1976	408
1977	272
1978	136
1979	272
1980	136
1981	272
1982	272
1983	272
1984	136
1985	272
1987	544
1989	136
1990	272
1991	544
1992	136
1993	408
1994	136
1995	272
1996	272
1997	136
1998	272
1999	272
2000	544
2001	136
2002	408
2003	408
2005	408
2006	408
2007	272
2008	136
2009	408
2010	136
2011	272
2012	136
2013	544
2014	272
2016	408
2017	136
2018	272
2019	408
2020	272
2021	136
2022	136
2023	136
2024	272
2025	136
2027	136
2029	136
2030	272
2031	272
2033	136
2034	136
2036	136
2037	136
2038	136
2039	136
2040	136
2041	408
2042	272
2043	272
2045	408
2046	136
2047	136
2048	136
2049	544
2051	136
2055	272
2056	136
2057	136
2058	136
2059	272
2060	136
2061	272
2064	136
2065	136
2067	136
2068	136
2071	136
2073	136
2074	136
2075	136
2078	272
2079	136
2083	136
2087	136
2089	272
2092	136
2095	136
2100	136
2101	136
2102	136
2110	272
2114	272
2124	8
2125	136
2126	144
2127	136
2128	8
2131	8
2132	8
2133	144
2134	136
2135	8
2140	136
2141	136
2142	136
2144	272
2145	144
2146	272
2148	144
2149	144
2151	136
2152	144
2153	280
2156	8
2159	136
2160	136
2162	136
2163	8
2164	272
2166	144
2167	144
2169	8
2173	272
2180	8
2181	136
2182	144
2183	144
2184	136
2186	136
2187	144
2188	8
2189	272
2191	272
2194	144
2195	272
2197	16
2199	8
2200	16
2204	8
2205	144
2206	152
2207	160
2208	16
2209	32
2210	24
2211	16
2212	32
2213	144
2214	16
2215	24
2216	24
2217	16
2218	24
2219	160
2220	24
2221	32
2222	24
2224	144
2225	32
2226	40
2227	24
2228	8
2229	24
2230	24
2231	16
2232	16
2233	24
2234	24
2235	32
2236	16
2237	8
2238	8
2239	16
2240	8
2241	168
2242	16
2243	40
2244	48
2245	48
2246	32
2247	32
2248	144
2249	16
2250	16
2251	24
2252	40
2254	24
